timestep,return,return_avg,return_tr,nMAE,lr
2000,-299.100864,-299.100864,-354.841493,0.75,0.0002994
4000,-300.162833,-299.631848,-128.841472,0.75,0.0002988
6000,-266.646706,-288.636801,-65.019809,0.67,0.0002982
8000,-214.770617,-270.170255,-302.016155,0.53,0.0002976
10000,-222.155547,-260.567313,-162.009467,0.55,0.000297
12000,-235.325489,-256.360343,-28.769848,0.58,0.0002964
14000,-256.700103,-256.40888,-232.138305,0.64,0.0002958
16000,-272.8972,-258.46992,-165.983195,0.67,0.0002952
18000,-314.51982,-264.697687,-77.452873,0.78,0.0002946
20000,-229.579898,-261.185908,-321.728722,0.57,0.000294
22000,-370.617627,-271.134246,-183.602547,0.92,0.0002934
24000,-316.993318,-274.955835,-41.579361,0.79,0.0002928
26000,-44.009131,-257.190704,-261.370644,0.12,0.0002922
28000,-461.623138,-271.793021,-247.857261,1.35,0.0002916
30000,-537.72597,-289.521884,-366.317558,3.24,0.000291
32000,-29.140334,-273.248037,-518.387379,0.09,0.0002904
34000,-309.122533,-275.358302,-80.546612,0.79,0.0002898
36000,-319.187155,-277.793238,-468.176522,0.79,0.0002892
38000,-312.871569,-279.639466,-326.368693,0.77,0.0002886
40000,-329.70965,-282.142975,-388.781586,0.81,0.000288
42000,-312.53079,-282.814471,-465.125557,0.81,0.0002874
44000,-302.06258,-282.909459,-349.375874,0.78,0.0002868
46000,-303.112349,-284.732741,-403.685181,0.78,0.0002862
48000,-299.687931,-288.978607,-442.805561,0.77,0.0002856
50000,-83.736056,-282.057632,-170.801558,0.22,0.000285
52000,-89.253593,-274.754037,-81.494234,0.23,0.0002844
54000,-88.176125,-266.327838,-287.693365,0.24,0.0002838
56000,-92.037445,-257.284851,-99.954552,0.24,0.0002832
58000,-85.871714,-245.852445,-106.749256,0.24,0.0002826
60000,-92.739694,-239.010435,-144.353674,0.24,0.000282
62000,-101.864187,-225.572763,-98.036934,0.26,0.0002814
64000,-159.184454,-217.68232,-112.512481,0.4,0.0002808
66000,-143.66977,-222.665352,-377.66905,0.38,0.0002802
68000,-118.738882,-205.521139,-169.833325,0.31,0.0002796
70000,-172.374313,-187.253556,-238.760487,0.43,0.000279
72000,-85.983201,-190.095699,-379.897109,0.24,0.0002784
74000,-50.430787,-177.161112,-38.235121,0.15,0.0002778
76000,-107.409659,-166.572237,-137.139529,0.28,0.0002772
78000,-95.210469,-155.689182,-258.66708,0.25,0.0002766
80000,-52.298491,-141.818624,-43.428675,0.15,0.000276
82000,-45.307651,-128.457468,-48.148696,0.14,0.0002754
84000,-37.655804,-115.237129,-179.09999,0.12,0.0002748
86000,-48.24516,-102.493769,-20.730014,0.14,0.0002742
88000,-54.549284,-90.236837,-96.368524,0.16,0.0002736
90000,-124.509536,-92.275511,-312.787563,0.32,0.000273
92000,-53.408807,-90.483272,-61.819857,0.16,0.0002724
94000,-104.491896,-91.29906,-80.012393,0.27,0.0002718
96000,-109.084014,-92.151389,-164.136259,0.29,0.0002712
98000,-121.279999,-93.921803,-59.496602,0.31,0.0002706
100000,-44.772109,-91.523424,-92.466881,0.14,0.00027
102000,-98.418793,-91.351154,-188.016643,0.25,0.0002694
104000,-69.362725,-86.860068,-49.052838,0.18,0.0002688
106000,-126.117987,-85.982478,-81.519322,0.32,0.0002682
108000,-59.776595,-83.034364,-178.23499,0.17,0.0002676
110000,-66.051538,-77.718225,-58.339701,0.19,0.000267
112000,-56.253983,-76.231764,-87.067082,0.16,0.0002664
114000,-66.30086,-77.025268,-252.132628,0.19,0.0002658
116000,-40.272796,-73.668425,-33.645082,0.11,0.0002652
118000,-36.798499,-70.747826,-45.566146,0.12,0.0002646
120000,-45.996832,-70.432743,-169.128873,0.14,0.000264
122000,-47.045845,-70.519653,-48.231242,0.14,0.0002634
124000,-37.051069,-70.489416,-36.976869,0.12,0.0002628
126000,-49.929599,-70.573638,-97.209819,0.15,0.0002622
128000,-35.169835,-69.604666,-36.656346,0.11,0.0002616
130000,-42.449123,-65.501645,-21.328765,0.13,0.000261
132000,-27.469895,-64.2047,-96.653345,0.08,0.0002604
134000,-31.241541,-60.542182,-28.921546,0.09,0.0002598
136000,-72.207471,-58.698355,-72.062036,0.2,0.0002592
138000,-54.691055,-55.368908,-92.1985,0.16,0.0002586
140000,-31.431413,-54.701873,-30.074683,0.1,0.000258
142000,-63.696949,-52.965781,-19.982265,0.17,0.0002574
144000,-49.463616,-51.970825,-80.901547,0.14,0.0002568
146000,-77.511784,-49.540515,-43.089241,0.2,0.0002562
148000,-37.420489,-48.42271,-75.447,0.12,0.0002556
150000,-70.578894,-48.649077,-102.57864,0.2,0.000255
152000,-65.426723,-49.107714,-61.520584,0.19,0.0002544
154000,-61.569599,-48.871151,-72.883581,0.18,0.0002538
156000,-64.59067,-50.087045,-97.990044,0.17,0.0002532
158000,-67.352052,-51.614723,-48.903085,0.19,0.0002526
160000,-70.819171,-52.85584,-69.846424,0.19,0.000252
162000,-72.582578,-54.132676,-97.166596,0.2,0.0002514
164000,-70.557838,-55.808015,-20.555306,0.19,0.0002508
166000,-46.875097,-55.65529,-79.646243,0.14,0.0002502
168000,-73.922484,-57.592922,-83.448787,0.21,0.0002496
170000,-66.983917,-58.819662,-32.46677,0.18,0.000249
172000,-29.90146,-58.94124,-60.986963,0.09,0.0002484
174000,-33.860006,-59.072163,-14.091445,0.11,0.0002478
176000,-82.828908,-59.603235,-44.74811,0.22,0.0002472
