timestep,return,return_avg,return_tr,nMAE,lr
282000,-236.059618,-260.51637,-218.928664,0.07,0.00031592
284000,-234.296202,-258.808836,-130.82587,0.07,0.00031504
286000,-196.158374,-246.718917,-222.942381,0.06,0.00031416
288000,-272.79848,-247.348839,-189.526822,0.08,0.00031328
290000,-228.347799,-248.037783,-150.60972,0.07,0.0003124
292000,-221.406379,-246.513875,-194.855956,0.07,0.00031152
294000,-303.734016,-250.103754,-186.544285,0.08,0.00031064
296000,-277.5079,-252.055082,-228.517239,0.08,0.00030976
298000,-206.64907,-249.772469,-157.799749,0.06,0.00030888
300000,-212.237877,-247.521949,-199.55415,0.07,0.000308
302000,-248.015411,-248.288065,-157.000765,0.07,0.00030712
304000,-247.613901,-248.403324,-221.805368,0.07,0.00030624
306000,-275.179308,-249.048274,-190.782321,0.07,0.00030536
308000,-240.772761,-249.0991,-240.495904,0.07,0.00030448
310000,-249.723256,-249.772298,-129.790776,0.07,0.0003036
312000,-227.865727,-248.030919,-172.0759,0.07,0.00030272
314000,-235.383184,-240.179877,-178.265245,0.07,0.00030184
316000,-274.617114,-241.204716,-206.972955,0.08,0.00030096
318000,-244.722912,-242.318688,-177.646729,0.07,0.00030008
320000,-215.69332,-242.43913,-252.353705,0.07,0.0002992
322000,-240.186956,-242.645497,-219.219518,0.07,0.00029832
324000,-187.983519,-240.329863,-136.494344,0.06,0.00029744
326000,-242.002682,-242.622079,-236.828315,0.07,0.00029656
328000,-285.197323,-243.242021,-234.853374,0.08,0.00029568
330000,-254.392903,-244.544276,-177.438205,0.08,0.0002948
332000,-223.417314,-244.644823,-254.799689,0.07,0.00029392
334000,-344.645436,-246.690394,-248.95594,0.09,0.00029304
336000,-229.308345,-244.280416,-241.954207,0.07,0.00029216
338000,-244.065076,-246.151216,-158.813128,0.08,0.00029128
340000,-291.461259,-250.112385,-254.268116,0.09,0.0002904
342000,-210.733732,-248.248301,-197.841768,0.06,0.00028952
344000,-263.144016,-249.024807,-302.673707,0.08,0.00028864
346000,-230.233512,-246.777517,-185.558164,0.07,0.00028776
348000,-259.76783,-247.727271,-217.119962,0.08,0.00028688
350000,-282.167254,-249.349471,-200.367246,0.09,0.000286
352000,-221.808459,-249.046607,-246.707505,0.07,0.00028512
354000,-287.791584,-251.667027,-218.033416,0.08,0.00028424
356000,-216.424048,-248.757374,-221.747224,0.07,0.00028336
358000,-250.293859,-249.035921,-204.227844,0.08,0.00028248
360000,-307.579654,-253.630238,-143.848346,0.09,0.0002816
362000,-221.183256,-252.680053,-222.370714,0.07,0.00028072
364000,-298.588159,-258.210285,-153.154336,0.08,0.00027984
366000,-240.416024,-258.130952,-183.074075,0.07,0.00027896
368000,-258.002974,-256.771235,-155.403834,0.08,0.00027808
370000,-228.596603,-255.48142,-161.601975,0.07,0.0002772
372000,-288.630874,-258.742098,-167.090714,0.08,0.00027632
374000,-293.949577,-256.207305,-150.857861,0.08,0.00027544
376000,-212.004948,-255.342135,-239.225539,0.06,0.00027456
378000,-271.19699,-256.698731,-215.716084,0.08,0.00027368
380000,-289.316254,-256.59148,-192.971236,0.08,0.0002728
382000,-272.532144,-259.681401,-243.228313,0.08,0.00027192
384000,-230.642123,-258.056306,-200.058422,0.07,0.00027104
386000,-222.894677,-257.689365,-220.766834,0.07,0.00027016
388000,-242.922437,-256.847095,-227.463912,0.07,0.00026928
390000,-219.218006,-253.699633,-249.725041,0.07,0.0002684
392000,-228.069541,-254.012687,-182.72644,0.07,0.00026752
394000,-282.281831,-253.737199,-176.161974,0.08,0.00026664
396000,-220.829808,-253.957487,-138.86535,0.06,0.00026576
398000,-295.862981,-256.235943,-234.263828,0.08,0.00026488
400000,-234.529664,-252.583444,-256.23333,0.07,0.000264
402000,-250.056206,-254.027091,-207.564607,0.07,0.00026312
404000,-255.548911,-251.875129,-209.162679,0.07,0.00026224
406000,-271.708121,-253.439733,-188.708017,0.07,0.00026136
408000,-229.143367,-251.996753,-220.58725,0.07,0.00026048
410000,-197.470763,-250.440461,-162.591201,0.06,0.0002596
412000,-212.360947,-246.626965,-184.607757,0.06,0.00025872
414000,-351.356905,-249.497331,-237.089301,0.09,0.00025784
416000,-239.30469,-250.862318,-168.208027,0.07,0.00025696
418000,-251.304145,-249.867676,-183.777381,0.08,0.00025608
420000,-271.951424,-248.999435,-212.000245,0.08,0.0002552
422000,-274.381582,-249.091907,-153.958883,0.08,0.00025432
424000,-226.854453,-248.902523,-190.540834,0.07,0.00025344
426000,-245.269229,-250.021251,-193.180155,0.07,0.00025256
428000,-226.973982,-249.223828,-247.26867,0.06,0.00025168
430000,-257.667471,-251.146301,-236.373655,0.07,0.0002508
432000,-257.691808,-252.627414,-256.484704,0.07,0.00024992
434000,-230.439243,-250.035285,-233.969938,0.07,0.00024904
436000,-268.646488,-252.426119,-173.604677,0.07,0.00024816
438000,-258.581837,-250.562062,-160.624338,0.08,0.00024728
440000,-366.606421,-257.1659,-174.465733,0.1,0.0002464
442000,-231.226464,-256.224413,-192.99934,0.07,0.00024552
444000,-293.693012,-258.131618,-239.474478,0.09,0.00024464
446000,-187.834031,-253.937913,-204.548447,0.06,0.00024376
448000,-225.270792,-253.744284,-154.288857,0.07,0.00024288
450000,-251.283666,-256.43493,-228.203577,0.07,0.000242
452000,-212.576517,-256.445708,-189.802711,0.06,0.00024112
454000,-217.289306,-249.742328,-214.403308,0.06,0.00024024
456000,-260.052166,-250.779702,-254.749107,0.07,0.00023936
458000,-237.18257,-250.073623,-185.569636,0.07,0.00023848
460000,-262.216537,-249.586879,-248.396849,0.08,0.0002376
462000,-461.556419,-258.945621,-164.406319,0.16,0.00023672
464000,-215.379999,-258.371898,-281.221477,0.06,0.00023584
466000,-254.050002,-258.810936,-175.487748,0.07,0.00023496
468000,-312.241819,-263.074328,-195.57905,0.1,0.00023408
470000,-246.49899,-262.515904,-274.287135,0.08,0.0002332
472000,-311.340866,-265.198357,-184.418029,0.09,0.00023232
474000,-213.559108,-264.35435,-225.255678,0.06,0.00023144
476000,-300.924575,-265.968255,-236.65499,0.09,0.00023056
478000,-303.457364,-268.212031,-252.306358,0.09,0.00022968
480000,-267.675486,-263.265484,-189.376951,0.08,0.0002288
482000,-204.320002,-261.920161,-148.987706,0.06,0.00022792
484000,-350.054054,-264.738213,-261.813689,0.1,0.00022704
486000,-266.320695,-268.662547,-199.040832,0.08,0.00022616
488000,-246.281198,-269.713067,-206.676439,0.07,0.00022528
490000,-264.247894,-270.361278,-239.576117,0.08,0.0002244
492000,-194.217016,-269.443303,-276.30907,0.06,0.00022352
494000,-303.575372,-273.757607,-252.468733,0.09,0.00022264
496000,-287.033085,-275.106653,-304.594611,0.08,0.00022176
498000,-243.268154,-275.410932,-215.304027,0.07,0.00022088
500000,-253.491614,-274.974686,-208.124741,0.07,0.00022
502000,-274.07739,-265.600734,-160.842105,0.08,0.00021912
504000,-236.395264,-266.651497,-262.699542,0.07,0.00021824
506000,-265.184352,-267.208215,-245.141861,0.08,0.00021736
508000,-219.164192,-262.554334,-223.704029,0.07,0.00021648
510000,-238.982522,-262.17851,-234.837866,0.07,0.0002156
512000,-438.491154,-268.536025,-230.665539,0.13,0.00021472
514000,-284.871226,-272.10163,-153.539607,0.08,0.00021384
516000,-241.554633,-269.133133,-187.769943,0.07,0.00021296
518000,-251.288809,-266.524706,-197.842079,0.07,0.00021208
520000,-318.370136,-269.059438,-247.788974,0.09,0.0002112
522000,-255.580484,-271.622462,-246.376379,0.08,0.00021032
524000,-240.340311,-266.136775,-257.225009,0.07,0.00020944
526000,-290.871268,-267.364304,-265.472101,0.08,0.00020856
528000,-230.839262,-266.592207,-191.874197,0.07,0.00020768
530000,-285.70208,-267.664916,-140.840624,0.08,0.0002068
532000,-361.737739,-276.040952,-253.049185,0.11,0.00020592
534000,-297.772615,-275.750814,-223.185391,0.08,0.00020504
536000,-219.257496,-272.362035,-228.947299,0.07,0.00020416
538000,-357.156106,-278.056433,-261.767631,0.1,0.00020328
540000,-271.961067,-278.979905,-237.529963,0.08,0.0002024
542000,-246.793631,-277.615717,-283.608699,0.08,0.00020152
544000,-210.724425,-276.332175,-217.805218,0.06,0.00020064
546000,-319.467638,-279.04634,-206.52182,0.09,0.00019976
548000,-272.77239,-281.72675,-174.531681,0.09,0.00019888
550000,-260.79022,-282.817134,-238.544311,0.07,0.000198
552000,-236.451935,-272.715174,-179.112567,0.07,0.00019712
554000,-295.153511,-273.229288,-211.589893,0.09,0.00019624
556000,-235.127097,-272.907911,-274.585102,0.07,0.00019536
558000,-316.247434,-276.155842,-217.977436,0.09,0.00019448
560000,-275.207056,-273.997688,-254.665248,0.08,0.0001936
562000,-345.060974,-278.471713,-221.712956,0.1,0.00019272
564000,-296.319544,-281.270674,-233.835994,0.09,0.00019184
566000,-259.94061,-279.724142,-191.514767,0.08,0.00019096
568000,-279.593546,-282.161856,-200.684152,0.09,0.00019008
570000,-288.607285,-282.307116,-226.485491,0.09,0.0001892
572000,-249.296445,-276.685051,-256.767903,0.07,0.00018832
574000,-285.91365,-276.092103,-126.4827,0.08,0.00018744
576000,-312.320278,-280.745242,-236.728694,0.09,0.00018656
578000,-255.437487,-275.659311,-255.934518,0.07,0.00018568
580000,-225.609151,-273.341715,-198.100569,0.06,0.0001848
582000,-231.186511,-272.561359,-157.64223,0.07,0.00018392
584000,-243.964868,-274.223381,-130.517338,0.08,0.00018304
586000,-258.099921,-271.154996,-180.522484,0.08,0.00018216
588000,-216.411421,-268.336947,-258.586363,0.06,0.00018128
590000,-339.381107,-272.266492,-239.261604,0.1,0.0001804
592000,-244.096944,-272.648742,-295.911046,0.08,0.00017952
594000,-338.244145,-274.803274,-263.457237,0.1,0.00017864
596000,-551.139341,-290.603886,-220.770753,0.17,0.00017776
598000,-255.456883,-287.564358,-265.812129,0.07,0.00017688
600000,-238.26781,-285.717396,-231.874307,0.07,0.000176
602000,-290.963556,-283.012525,-236.141923,0.08,0.00017512
604000,-236.549387,-280.024017,-181.783259,0.07,0.00017424
606000,-323.356504,-283.194812,-208.190458,0.11,0.00017336
608000,-225.098885,-280.470079,-202.613422,0.06,0.00017248
610000,-247.547574,-278.417093,-245.114535,0.07,0.0001716
612000,-227.228799,-277.313711,-173.184317,0.07,0.00017072
614000,-251.300077,-275.583032,-212.868066,0.08,0.00016984
616000,-269.587153,-273.446376,-253.668495,0.08,0.00016896
618000,-248.935613,-273.121282,-242.87895,0.07,0.00016808
620000,-268.593494,-275.2705,-267.540626,0.08,0.0001672
622000,-256.813638,-276.551856,-204.90207,0.07,0.00016632
624000,-288.416458,-278.774436,-342.18988,0.09,0.00016544
626000,-266.57461,-279.19817,-205.876473,0.08,0.00016456
628000,-308.406946,-283.797946,-248.345194,0.09,0.00016368
630000,-303.024533,-281.980118,-301.644868,0.09,0.0001628
632000,-232.351932,-281.392867,-220.929065,0.07,0.00016192
634000,-321.454305,-280.553375,-256.091614,0.09,0.00016104
636000,-281.557418,-267.074279,-237.344898,0.09,0.00016016
638000,-253.674608,-266.985165,-284.037459,0.07,0.00015928
640000,-248.073395,-267.475444,-188.635456,0.07,0.0001584
642000,-319.509549,-268.902744,-152.993323,0.09,0.00015752
644000,-278.278263,-270.989188,-229.710155,0.08,0.00015664
646000,-314.503319,-270.546528,-214.208701,0.09,0.00015576
648000,-254.109419,-271.997055,-248.693776,0.08,0.00015488
650000,-292.598271,-274.24959,-193.70451,0.09,0.000154
652000,-221.687181,-273.972509,-281.629441,0.07,0.00015312
654000,-338.843591,-278.349685,-183.732221,0.11,0.00015224
656000,-289.404075,-279.340531,-263.682405,0.08,0.00015136
658000,-376.751168,-285.731309,-196.812568,0.11,0.00015048
660000,-334.44204,-289.023736,-197.649569,0.11,0.0001496
662000,-423.864545,-297.376281,-270.311071,0.12,0.00014872
664000,-249.684685,-295.439693,-221.181449,0.08,0.00014784
666000,-281.599926,-296.190958,-285.341686,0.08,0.00014696
668000,-318.033631,-296.672293,-263.374313,0.09,0.00014608
670000,-266.880661,-294.865099,-229.458384,0.08,0.0001452
672000,-288.403387,-297.667672,-247.958841,0.09,0.00014432
674000,-360.442449,-299.617079,-257.450375,0.11,0.00014344
676000,-339.441195,-302.511268,-251.804876,0.1,0.00014256
678000,-242.853565,-301.970216,-212.456775,0.07,0.00014168
680000,-301.331966,-304.633144,-271.354593,0.09,0.0001408
682000,-278.542714,-302.584803,-247.472271,0.08,0.00013992
684000,-382.194294,-307.780604,-261.092755,0.11,0.00013904
686000,-400.865242,-312.0987,-225.155481,0.12,0.00013816
688000,-266.201331,-312.703296,-238.510305,0.08,0.00013728
690000,-290.686786,-312.607722,-285.535161,0.08,0.0001364
692000,-267.915292,-314.919127,-164.523404,0.08,0.00013552
694000,-308.453456,-313.39962,-311.818322,0.09,0.00013464
696000,-355.304449,-316.694639,-309.576151,0.1,0.00013376
698000,-251.527657,-310.433464,-276.353783,0.08,0.00013288
700000,-321.500999,-309.786412,-271.103909,0.09,0.000132
702000,-327.961327,-304.991251,-205.103875,0.09,0.00013112
704000,-233.583096,-304.186171,-243.764211,0.07,0.00013024
706000,-213.258416,-300.769096,-176.265111,0.06,0.00012936
708000,-370.367044,-303.385766,-189.710337,0.1,0.00012848
710000,-332.496714,-306.666569,-239.381591,0.09,0.0001276
712000,-294.323905,-306.962595,-312.238897,0.09,0.00012672
714000,-283.625017,-303.121723,-220.0666,0.09,0.00012584
716000,-248.504606,-298.574894,-263.676531,0.07,0.00012496
718000,-318.259733,-302.345202,-343.878553,0.09,0.00012408
720000,-314.76367,-303.016787,-269.955687,0.09,0.0001232
722000,-313.65033,-304.772168,-221.294528,0.08,0.00012232
724000,-335.182841,-302.421596,-304.424742,0.09,0.00012144
726000,-326.851522,-298.72091,-256.023783,0.1,0.00012056
728000,-290.067975,-299.914242,-279.772835,0.09,0.00011968
730000,-278.323951,-299.2961,-239.993032,0.08,0.0001188
732000,-258.686374,-298.834654,-228.895789,0.07,0.00011792
734000,-308.984345,-298.861199,-310.307618,0.09,0.00011704
736000,-367.672144,-299.479583,-370.980835,0.11,0.00011616
738000,-360.11204,-304.908802,-333.497252,0.11,0.00011528
740000,-254.492764,-301.558391,-271.634958,0.08,0.0001144
742000,-361.808027,-303.250726,-240.765977,0.1,0.00011352
744000,-411.219631,-312.132552,-248.139552,0.12,0.00011264
746000,-415.934031,-322.266333,-411.324877,0.12,0.00011176
748000,-325.161649,-320.006063,-305.651238,0.09,0.00011088
750000,-335.260071,-320.144231,-262.869306,0.1,0.00011
752000,-275.375667,-319.196819,-313.505665,0.08,0.00010912
754000,-337.594336,-321.895285,-281.736811,0.09,0.00010824
756000,-318.178086,-325.378959,-225.015697,0.1,0.00010736
758000,-308.061333,-324.869039,-299.07674,0.09,0.00010648
760000,-247.009877,-321.48135,-313.522041,0.07,0.0001056
762000,-329.967726,-322.297219,-221.097889,0.1,0.00010472
764000,-342.366884,-322.656422,-329.017046,0.11,0.00010384
766000,-382.224242,-325.425058,-322.81584,0.11,0.00010296
768000,-275.343208,-324.688819,-281.17592,0.08,0.00010208
770000,-254.417541,-323.493499,-316.021893,0.08,0.0001012
772000,-421.827363,-331.650548,-287.657443,0.11,0.00010032
774000,-261.282462,-329.265454,-309.675967,0.07,9.944e-05
776000,-277.998568,-324.781775,-354.717016,0.09,9.856e-05
778000,-257.703233,-319.661335,-267.021125,0.08,9.768e-05
780000,-228.9122,-318.382307,-331.814702,0.07,9.68e-05
782000,-302.349126,-315.409362,-245.874657,0.09,9.592e-05
784000,-335.56054,-311.626407,-290.785549,0.1,9.504e-05
786000,-339.590301,-307.809221,-286.603179,0.1,9.416e-05
788000,-317.114072,-307.406842,-360.285684,0.09,9.328e-05
790000,-288.157097,-305.051693,-208.252231,0.09,9.24e-05
792000,-301.987461,-306.382283,-317.71674,0.09,9.152e-05
794000,-272.650813,-303.135107,-292.579892,0.08,9.064e-05
796000,-299.764196,-302.214412,-227.748128,0.09,8.976e-05
798000,-301.123265,-301.867509,-239.942007,0.09,8.888e-05
800000,-317.735043,-305.403767,-287.936282,0.09,8.8e-05
802000,-447.210024,-311.265882,-318.943239,0.13,8.712e-05
804000,-336.333963,-310.964236,-264.179185,0.09,8.624e-05
806000,-241.215783,-303.913813,-251.5863,0.07,8.536e-05
808000,-322.924747,-306.29289,-218.222733,0.09,8.448e-05
810000,-313.021111,-309.223068,-260.77101,0.1,8.36e-05
812000,-326.095535,-304.436477,-346.030653,0.1,8.272e-05
814000,-286.727865,-305.708747,-263.751838,0.09,8.184e-05
816000,-413.792469,-312.498442,-300.49051,0.11,8.096e-05
818000,-372.803889,-318.253475,-247.576529,0.11,8.008e-05
820000,-261.061604,-319.860945,-278.473268,0.08,7.92e-05
822000,-272.168843,-318.351931,-204.287188,0.08,7.832e-05
824000,-287.238457,-315.935827,-198.795229,0.08,7.744e-05
826000,-285.541637,-313.233394,-281.81789,0.08,7.656e-05
828000,-330.633703,-313.909375,-203.248015,0.1,7.568e-05
830000,-292.858382,-314.144439,-201.062927,0.09,7.48e-05
832000,-282.392314,-313.164682,-224.428322,0.09,7.392e-05
834000,-282.357522,-313.650018,-232.847312,0.08,7.304e-05
836000,-309.279541,-314.125785,-279.554441,0.09,7.216e-05
838000,-401.210448,-319.130144,-308.599674,0.13,7.128e-05
840000,-283.55712,-317.421248,-321.617338,0.09,7.04e-05
842000,-377.732858,-313.94739,-261.946533,0.1,6.952e-05
844000,-287.895953,-311.525489,-261.035887,0.09,6.864e-05
846000,-266.125169,-312.770958,-246.330037,0.08,6.776e-05
848000,-296.449038,-311.447173,-250.983402,0.09,6.688e-05
850000,-272.643943,-309.428314,-236.229329,0.08,6.6e-05
852000,-289.155443,-307.58131,-264.914936,0.09,6.512e-05
854000,-316.353984,-309.062616,-224.860617,0.1,6.424e-05
856000,-271.975648,-301.971775,-278.822009,0.08,6.336e-05
858000,-274.984135,-297.080787,-204.439906,0.08,6.248e-05
860000,-336.445404,-300.849977,-276.044992,0.09,6.16e-05
862000,-268.634634,-300.673267,-290.572761,0.08,6.072e-05
864000,-274.0994,-300.016314,-266.348324,0.08,5.984e-05
866000,-249.489088,-298.213686,-179.033943,0.07,5.896e-05
868000,-418.610428,-302.612523,-255.923488,0.12,5.808e-05
870000,-279.142976,-301.926752,-289.032631,0.08,5.72e-05
872000,-290.514733,-302.332873,-181.211838,0.08,5.632e-05
874000,-240.183557,-300.224175,-296.22749,0.07,5.544e-05
876000,-331.055191,-301.312958,-316.176307,0.09,5.456e-05
878000,-460.447796,-304.274825,-231.766573,0.12,5.368e-05
880000,-303.72912,-305.283425,-306.84346,0.08,5.28e-05
882000,-267.315983,-299.762581,-299.906235,0.08,5.192e-05
884000,-247.894231,-297.762495,-235.655197,0.07,5.104e-05
886000,-223.940699,-295.653272,-207.701144,0.07,5.016e-05
888000,-269.834308,-294.322535,-260.581647,0.08,4.928e-05
890000,-345.435312,-297.962104,-215.678223,0.1,4.84e-05
892000,-267.285324,-296.868598,-1171.657181,0.08,4.752e-05
894000,-247.256017,-293.413699,-210.206223,0.08,4.664e-05
